F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,Class
0.021582734,0.01438849,0,0.007194245,0,0,0.007194245,0.007194245,0,0,0.007194245,0,0,0.007194245,0,0,0.007194245,0.007194245,0.007194245,0,0,0.007194245,0.007194245,0.007194245,0,0,0,0,0.01438849,0,0.01438849,0,0,0.007194245,0,0,0.035971224,0.007194245,0,0,0,0,0.007194245,0,0.007194245,0,0,0.007194245,0,0,0.007194245,0.007194245,0,0,0.007194245,0,0.02877698,0,0,0,0.021582734,0.007194245,0.007194245,0.007194245,0,0.007194245,0.007194245,0,0.01438849,0,0.007194245,0,0,0,0,0,0,0.02877698,0.02877698,0.007194245,0,0,0,0.021582734,0,0,0,0,0.007194245,0,0.007194245,0,0.007194245,0,0.007194245,0,0.01438849,0,0.021582734,0,0.01438849,0,0,0.007194245,0.02877698,0,0.007194245,0.01438849,0,0,0,0.01438849,0,0,0,0,0,0,0,0.021582734,0,0,0,0,0,0.01438849,0.007194245,0.007194245,0,0,0.007194245,0,0.007194245,0,0,0.021582734,0.007194245,0,0,0.007194245,0.007194245,0.007194245,0,0,0,0.007194245,0.007194245,0,0,0,0,0,0.021582734,0.007194245,0.007194245,0,0,0.007194245,0.021582734,0,0.007194245,0.01438849,0,0,0,0,0.021582734,0,0.007194245,0.01438849,0,0.021582734,0.007194245,0.007194245,0.007194245,0.01438849,0,0.01438849,0,0,0,0.01438849,0,0,0,0,0.007194245,0,0,0.021582734,0,0,0,0.007194245,0.035971224,0,0,0,0,0,1
0.027522935,0,0.009174312,0,0,0,0,0.009174312,0,0,0.009174312,0.009174312,0,0.009174312,0.009174312,0,0.018348623,0.009174312,0.009174312,0,0,0.009174312,0,0,0,0,0,0,0.009174312,0.009174312,0,0,0,0,0.009174312,0,0.018348623,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0.009174312,0,0.009174312,0.009174312,0.018348623,0,0,0,0,0.027522935,0.018348623,0,0.009174312,0.009174312,0.009174312,0,0.036697246,0,0,0,0,0.018348623,0,0,0,0.036697246,0.036697246,0,0,0,0,0.027522935,0,0,0,0.009174312,0.009174312,0,0.009174312,0,0,0,0.018348623,0,0.018348623,0,0.009174312,0.027522935,0,0.009174312,0,0,0.018348623,0,0.027522935,0.009174312,0,0,0.009174312,0.009174312,0,0,0,0.009174312,0,0,0,0.009174312,0,0.018348623,0,0,0,0.009174312,0.009174312,0,0,0,0.027522935,0,0.009174312,0,0,0.009174312,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0.018348623,0,0,0.018348623,0.009174312,0,0,0,0,0.045871556,0,0.018348623,0,0.009174312,0,0,0,0,0,0,0.009174312,0,0,0,0,0.018348623,0,0.009174312,0.009174312,0,0,0,0,0,0,0,0,0,0.009174312,0,0.036697246,0,0.009174312,0,0.018348623,0,0,0,0,0,0,1
0.050847456,0.008474576,0.025423728,0,0,0,0.008474576,0.016949153,0,0,0.008474576,0,0,0.008474576,0,0,0.016949153,0,0,0,0,0.008474576,0.008474576,0,0,0,0,0.008474576,0,0.008474576,0,0,0,0,0.008474576,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0.008474576,0,0.008474576,0.008474576,0,0,0.008474576,0.008474576,0.025423728,0,0,0,0,0.025423728,0.016949153,0,0.008474576,0.008474576,0.008474576,0.008474576,0,0,0,0,0,0.016949153,0,0,0,0.059322033,0.033898305,0,0,0,0,0.008474576,0,0,0,0.008474576,0.008474576,0.008474576,0.008474576,0,0,0.008474576,0.008474576,0,0.025423728,0,0.008474576,0,0,0,0,0,0,0,0.025423728,0.008474576,0.008474576,0,0,0.008474576,0,0,0,0,0,0,0,0,0,0.008474576,0,0,0,0.016949153,0.008474576,0,0,0,0,0,0.016949153,0,0,0.008474576,0.008474576,0,0,0.008474576,0.008474576,0,0,0,0,0.008474576,0,0,0,0,0,0.008474576,0.033898305,0.016949153,0.025423728,0,0,0,0.025423728,0,0.016949153,0.008474576,0,0,0.008474576,0,0.008474576,0.008474576,0,0.016949153,0,0.008474576,0,0,0.016949153,0.008474576,0,0.008474576,0,0,0,0.008474576,0,0,0,0,0,0.016949153,0,0.033898305,0,0.016949153,0,0.016949153,0,0,0,0,0,0,1
0.018867925,0,0,0,0,0,0,0.018867925,0,0,0.009433962,0,0,0,0,0.009433962,0.009433962,0,0.018867925,0,0,0.009433962,0,0.009433962,0,0,0,0,0.009433962,0,0.009433962,0,0,0,0.009433962,0,0.03773585,0,0,0,0,0,0,0,0,0.009433962,0,0.009433962,0,0,0,0.009433962,0,0,0,0.009433962,0.009433962,0,0,0,0.009433962,0.009433962,0.018867925,0,0,0.009433962,0.018867925,0,0.009433962,0,0,0,0,0.009433962,0,0,0,0.03773585,0.009433962,0,0,0,0,0.009433962,0,0,0,0,0.009433962,0,0.009433962,0,0,0.009433962,0.018867925,0,0.018867925,0,0.018867925,0,0,0,0,0,0.028301887,0,0.028301887,0.009433962,0,0,0,0.009433962,0.009433962,0,0,0.009433962,0,0,0,0.018867925,0,0.018867925,0,0,0,0.009433962,0.009433962,0,0,0,0.009433962,0,0.028301887,0,0,0.047169812,0.009433962,0,0,0.018867925,0.009433962,0,0,0,0.009433962,0.009433962,0.009433962,0,0.009433962,0,0,0,0.018867925,0.009433962,0.028301887,0,0,0,0.028301887,0,0,0,0.018867925,0.018867925,0,0,0.009433962,0.009433962,0.009433962,0,0,0,0,0,0.009433962,0.009433962,0,0.009433962,0,0,0,0.018867925,0,0,0,0,0,0,0,0.018867925,0,0.009433962,0,0.018867925,0,0,0,0,0,0,1
0.007874016,0.007874016,0,0.007874016,0.007874016,0,0,0,0,0,0.015748031,0,0,0,0,0,0.007874016,0,0.007874016,0,0,0.007874016,0.007874016,0.015748031,0,0,0.007874016,0.015748031,0.015748031,0,0.007874016,0.007874016,0,0.015748031,0,0,0.03937008,0.007874016,0,0,0,0,0,0,0.007874016,0,0,0,0,0,0.007874016,0.015748031,0,0,0.007874016,0.007874016,0.031496063,0,0,0,0.007874016,0.015748031,0,0.007874016,0.007874016,0.007874016,0.015748031,0,0,0,0.007874016,0,0,0,0.007874016,0,0,0.03937008,0.015748031,0,0,0,0,0.015748031,0,0,0.007874016,0,0.007874016,0,0.007874016,0.007874016,0,0,0.023622047,0,0.023622047,0,0.031496063,0,0,0,0,0,0.023622047,0,0.023622047,0.007874016,0.007874016,0,0,0.015748031,0,0,0,0,0,0,0,0.015748031,0,0,0.015748031,0,0,0.023622047,0,0,0,0,0.007874016,0.007874016,0,0,0,0.015748031,0,0,0,0.007874016,0.007874016,0,0,0,0.007874016,0.007874016,0,0,0,0,0,0,0.007874016,0,0.007874016,0.007874016,0,0,0.031496063,0,0.007874016,0.007874016,0,0,0,0,0.023622047,0,0.007874016,0,0,0.015748031,0.007874016,0.007874016,0.007874016,0.007874016,0,0.007874016,0,0,0,0.015748031,0,0,0,0,0.007874016,0.007874016,0.007874016,0.023622047,0,0,0,0.007874016,0.023622047,0,0,0,0,0,1
0.025000002,0.008333334,0,0,0,0.008333334,0.008333334,0,0,0,0.008333334,0,0,0,0,0,0.008333334,0.008333334,0.008333334,0,0,0,0,0.008333334,0,0,0,0.016666668,0.008333334,0,0.008333334,0.008333334,0.008333334,0,0.008333334,0,0.050000004,0.008333334,0,0.008333334,0,0,0,0,0,0,0,0,0,0,0.008333334,0.016666668,0,0,0.008333334,0.016666668,0.008333334,0,0,0,0.016666668,0.016666668,0,0.008333334,0,0.008333334,0.008333334,0,0.016666668,0.008333334,0,0,0,0,0,0,0,0.050000004,0.016666668,0,0,0,0.008333334,0.016666668,0,0,0.008333334,0,0.008333334,0.008333334,0.008333334,0,0.008333334,0,0.033333335,0,0.033333335,0.008333334,0.016666668,0.016666668,0,0,0,0,0.025000002,0,0.025000002,0.016666668,0,0,0,0.008333334,0,0,0,0,0,0,0,0.025000002,0,0,0,0,0,0.025000002,0.008333334,0.008333334,0,0,0.016666668,0,0.008333334,0,0,0,0.008333334,0,0,0,0,0,0,0,0,0,0,0,0.008333334,0,0,0,0,0,0.008333334,0,0,0,0.016666668,0,0,0,0.008333334,0,0.008333334,0,0.016666668,0.016666668,0,0,0,0.016666668,0.008333334,0.008333334,0,0.016666668,0.008333334,0.008333334,0,0,0,0.016666668,0,0,0,0,0.008333334,0,0,0.033333335,0,0,0,0,0.016666668,0,0,0,0,0,1
0.035714287,0,0,0,0,0,0.017857144,0.008928572,0,0,0.008928572,0.008928572,0,0,0,0,0.008928572,0.008928572,0.017857144,0,0,0.008928572,0,0.008928572,0,0,0,0,0.008928572,0,0.008928572,0,0,0,0.008928572,0,0.026785716,0,0,0.008928572,0,0,0,0.008928572,0,0.008928572,0,0,0.008928572,0.008928572,0,0.008928572,0,0,0.008928572,0.008928572,0.035714287,0,0,0,0.008928572,0.026785716,0,0,0,0.008928572,0.017857144,0,0.017857144,0.008928572,0,0,0,0,0.008928572,0,0,0.053571433,0.017857144,0,0,0,0,0.026785716,0,0,0.008928572,0,0,0,0.017857144,0,0,0.008928572,0.017857144,0,0.008928572,0,0.035714287,0.008928572,0,0,0,0,0.04464286,0,0.026785716,0.008928572,0,0,0,0.008928572,0,0,0,0.008928572,0,0,0,0.008928572,0,0,0,0,0,0.008928572,0.008928572,0,0,0,0,0,0.026785716,0,0,0,0.017857144,0,0,0.017857144,0.008928572,0,0,0,0,0.008928572,0,0,0.017857144,0,0,0,0.008928572,0.017857144,0,0,0,0,0.026785716,0,0,0,0,0,0,0,0.008928572,0,0.008928572,0.008928572,0,0,0.017857144,0,0,0,0,0.008928572,0,0,0,0.008928572,0,0,0,0,0.008928572,0,0,0.026785716,0,0.008928572,0,0.008928572,0.008928572,0,0,0,0,0,1
0.032,0,0.016,0,0,0,0,0.008,0,0,0.016,0.008,0,0,0,0,0.008,0.008,0.008,0,0,0,0,0,0,0,0,0,0.008,0,0.008,0.008,0,0.008,0.016,0,0.040000003,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.008,0.008,0,0.024,0.008,0.016,0,0.008,0,0,0.016,0,0,0,0.008,0.024,0,0,0,0,0,0,0,0,0,0,0.024,0.016,0,0,0,0,0.016,0,0,0,0.008,0,0,0.008,0,0,0.016,0.008,0,0,0,0.024,0,0.016,0,0,0,0,0,0.040000003,0.016,0,0,0,0.008,0,0.008,0,0.008,0,0,0,0.016,0,0.024,0,0,0.008,0.024,0,0,0,0,0.008,0,0.016,0,0.008,0.008,0.024,0,0,0.016,0.024,0,0,0,0,0.008,0.008,0,0.008,0,0,0,0.008,0.008,0.016,0,0,0,0.024,0.008,0.008,0.008,0.008,0,0.016,0,0.008,0.008,0.008,0.008,0,0.016,0.008,0,0,0.008,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0.016,0,0.008,0.008,0,0,0,0,0,1
0,0,0,0.008474576,0,0,0,0.016949153,0,0,0.008474576,0,0,0.008474576,0,0,0.016949153,0.008474576,0.008474576,0,0,0.008474576,0,0,0,0,0,0.008474576,0,0.008474576,0.008474576,0,0,0,0.008474576,0,0.016949153,0.016949153,0.008474576,0.008474576,0,0,0,0,0,0,0,0,0.008474576,0,0,0.008474576,0,0,0,0.008474576,0.016949153,0,0.008474576,0,0.008474576,0.016949153,0,0.008474576,0,0.008474576,0.008474576,0,0.008474576,0,0,0,0,0.008474576,0,0,0,0.059322033,0.016949153,0,0.008474576,0,0,0.016949153,0,0,0.008474576,0.008474576,0.008474576,0,0.008474576,0,0.008474576,0,0,0,0.008474576,0.008474576,0.016949153,0,0.025423728,0,0,0,0.033898305,0,0.008474576,0.008474576,0,0,0.008474576,0.016949153,0,0,0,0.008474576,0,0,0,0.008474576,0,0.016949153,0,0.008474576,0,0.033898305,0.008474576,0.008474576,0,0,0.008474576,0,0.016949153,0,0,0,0.033898305,0,0,0.016949153,0.008474576,0,0,0,0,0.016949153,0,0,0,0,0,0,0.033898305,0,0,0,0,0,0.016949153,0,0.016949153,0.008474576,0.008474576,0,0.025423728,0,0.016949153,0,0,0,0,0,0,0.008474576,0,0,0,0,0,0,0,0,0.008474576,0,0,0,0,0.008474576,0,0.042372882,0,0.008474576,0,0.016949153,0.008474576,0,0.008474576,0,0,0,1
0.02189781,0,0.00729927,0,0,0,0,0.00729927,0,0,0.00729927,0.00729927,0,0.02189781,0,0,0.00729927,0,0.00729927,0,0,0.00729927,0.00729927,0,0,0,0,0.01459854,0.01459854,0,0,0,0.00729927,0.00729927,0.00729927,0.00729927,0.00729927,0.01459854,0,0.00729927,0,0,0.01459854,0,0,0,0,0,0.00729927,0,0,0,0,0,0.01459854,0.00729927,0.01459854,0,0.00729927,0,0.01459854,0.02189781,0.00729927,0,0,0.00729927,0.00729927,0,0,0,0,0,0,0.01459854,0,0,0,0.04379562,0.01459854,0,0,0,0,0.01459854,0,0,0.00729927,0.00729927,0.01459854,0.00729927,0.00729927,0.00729927,0.00729927,0.01459854,0,0,0.01459854,0.01459854,0.01459854,0,0.00729927,0,0,0,0,0.00729927,0.01459854,0,0.00729927,0,0,0,0,0,0,0.00729927,0,0,0,0.01459854,0,0.03649635,0,0,0.00729927,0.02189781,0,0.00729927,0,0.00729927,0.01459854,0,0.01459854,0.00729927,0,0,0.02189781,0,0,0.00729927,0.00729927,0,0.00729927,0,0,0,0,0,0.00729927,0.00729927,0.00729927,0,0.01459854,0.00729927,0,0,0,0,0.01459854,0,0.00729927,0,0.00729927,0,0.01459854,0,0.00729927,0.00729927,0,0,0,0.01459854,0,0,0.00729927,0.00729927,0.00729927,0,0,0,0,0,0,0,0,0,0,0.00729927,0.01459854,0.04379562,0,0.01459854,0.00729927,0.01459854,0.01459854,0,0,0,0.00729927,0,1
0.008130081,0.008130081,0,0,0.008130081,0,0,0.008130081,0,0,0.016260162,0.008130081,0,0.024390243,0.008130081,0,0.016260162,0,0.016260162,0,0,0.024390243,0,0,0,0,0,0.008130081,0.008130081,0.008130081,0,0,0,0,0.008130081,0,0.032520324,0.008130081,0,0.008130081,0,0,0,0,0,0,0,0,0.008130081,0,0,0.008130081,0,0,0.008130081,0,0.016260162,0,0.008130081,0,0.016260162,0.016260162,0.016260162,0,0,0.016260162,0,0,0.008130081,0,0.008130081,0.008130081,0,0,0,0.008130081,0,0.040650405,0.032520324,0,0,0,0,0,0,0,0.008130081,0.016260162,0,0.008130081,0.008130081,0,0,0.024390243,0.016260162,0,0.008130081,0,0.008130081,0,0,0,0,0.008130081,0.016260162,0,0.008130081,0.008130081,0,0,0,0,0,0,0,0.024390243,0.008130081,0,0,0,0,0.008130081,0,0,0,0,0.008130081,0,0,0.008130081,0.016260162,0,0.016260162,0.016260162,0,0,0.032520324,0,0,0,0.008130081,0.008130081,0,0,0,0,0.008130081,0,0,0,0.008130081,0.016260162,0.024390243,0,0,0,0,0,0.016260162,0,0.008130081,0,0.008130081,0,0.016260162,0,0,0,0.008130081,0,0,0.008130081,0,0.016260162,0.016260162,0,0.008130081,0.008130081,0,0,0,0,0,0,0,0,0,0.016260162,0.008130081,0.024390243,0,0.008130081,0,0.016260162,0,0,0.008130081,0,0.008130081,0,1
0.033898305,0.016949153,0,0,0,0.008474576,0,0,0,0,0.008474576,0,0,0,0,0,0.008474576,0.008474576,0.008474576,0,0,0.008474576,0.008474576,0,0,0,0,0,0,0.008474576,0,0.008474576,0,0,0.016949153,0,0.050847456,0.008474576,0,0,0,0,0,0,0.008474576,0,0,0,0,0,0.008474576,0.016949153,0,0,0,0.008474576,0.025423728,0,0,0,0.008474576,0.016949153,0,0.008474576,0,0,0,0,0.008474576,0.008474576,0,0,0,0,0.008474576,0,0.008474576,0.050847456,0.033898305,0,0,0,0,0.008474576,0,0,0.008474576,0,0.008474576,0,0.008474576,0,0,0.008474576,0.033898305,0.008474576,0.025423728,0,0.016949153,0.016949153,0,0,0,0,0.016949153,0,0.025423728,0.008474576,0,0,0,0.008474576,0,0,0,0,0,0,0,0.025423728,0,0,0,0,0,0.033898305,0,0.008474576,0.008474576,0,0.008474576,0,0.016949153,0,0,0,0.008474576,0,0,0.008474576,0,0,0,0,0,0.008474576,0,0,0.008474576,0.008474576,0,0,0.008474576,0.008474576,0.008474576,0,0,0.016949153,0.025423728,0,0,0,0.008474576,0,0,0.008474576,0.016949153,0.016949153,0,0.008474576,0,0.025423728,0,0,0,0.016949153,0,0,0,0,0,0.008474576,0,0,0,0,0,0,0,0.033898305,0,0,0,0.008474576,0.008474576,0,0,0,0,0,1
0.015873017,0,0.015873017,0,0,0,0.007936508,0.007936508,0,0,0,0.007936508,0,0.015873017,0.015873017,0,0.007936508,0.007936508,0.007936508,0,0,0.007936508,0.007936508,0,0,0,0.007936508,0,0.007936508,0,0,0,0.007936508,0.007936508,0,0,0.015873017,0,0,0,0,0,0,0,0,0,0,0,0.007936508,0,0,0.023809526,0,0,0.007936508,0.007936508,0.015873017,0,0,0,0.015873017,0.023809526,0,0,0,0.007936508,0.015873017,0,0.023809526,0,0.007936508,0,0,0,0.015873017,0.007936508,0,0.03968254,0.031746034,0.007936508,0,0,0,0.007936508,0,0,0.015873017,0.015873017,0.007936508,0,0.007936508,0,0,0.015873017,0.015873017,0,0.015873017,0,0.007936508,0,0.015873017,0,0,0,0.007936508,0.007936508,0.007936508,0.023809526,0,0,0,0,0,0,0,0.015873017,0,0,0,0.015873017,0,0.007936508,0,0,0,0.023809526,0.007936508,0,0,0,0.031746034,0,0.023809526,0.007936508,0,0.007936508,0.023809526,0,0,0,0,0,0,0,0,0.007936508,0,0,0.015873017,0,0,0,0.023809526,0,0.015873017,0,0.007936508,0,0.023809526,0.007936508,0.007936508,0,0,0,0,0,0,0,0,0.007936508,0,0,0,0,0.015873017,0,0,0.015873017,0,0,0,0.007936508,0.007936508,0,0,0,0,0,0,0.007936508,0,0.023809526,0,0.023809526,0,0,0,0,0,0,1
0.017699115,0,0.008849558,0,0,0,0,0,0,0,0,0.008849558,0,0.017699115,0.008849558,0,0.017699115,0,0.008849558,0,0,0.008849558,0,0,0,0,0,0,0,0.008849558,0,0,0,0,0.008849558,0,0.017699115,0.008849558,0,0,0,0,0,0,0,0,0,0,0.017699115,0,0.008849558,0.017699115,0,0,0.017699115,0,0.026548672,0,0,0,0.008849558,0.017699115,0.017699115,0.008849558,0,0.008849558,0.017699115,0,0.026548672,0,0,0,0,0.008849558,0,0,0,0.061946902,0.017699115,0,0,0,0,0.026548672,0,0,0.008849558,0.008849558,0.008849558,0,0,0,0,0.008849558,0.017699115,0,0.017699115,0,0.017699115,0.008849558,0.026548672,0,0,0,0,0,0.017699115,0.017699115,0,0,0.008849558,0,0,0,0,0.017699115,0,0,0,0.017699115,0,0.017699115,0,0,0,0.026548672,0,0,0,0,0,0,0,0,0,0,0.03539823,0,0,0,0,0.008849558,0,0,0,0,0,0,0.017699115,0.008849558,0,0.008849558,0.017699115,0.008849558,0.008849558,0,0.008849558,0,0.017699115,0,0.008849558,0,0,0,0.008849558,0,0.017699115,0,0,0.008849558,0,0.008849558,0,0,0.017699115,0,0.008849558,0.008849558,0,0,0,0.008849558,0.008849558,0,0,0,0,0.008849558,0.017699115,0.008849558,0,0.008849558,0,0.008849558,0,0,0,0,0,0,1
0.025210086,0,0.016806724,0,0,0,0,0.008403362,0,0,0,0.008403362,0,0.008403362,0,0,0.008403362,0,0.008403362,0,0,0,0.008403362,0,0,0,0,0.008403362,0,0.016806724,0.016806724,0,0,0,0,0,0.025210086,0.008403362,0,0,0,0,0,0,0,0,0,0,0,0,0.008403362,0,0,0,0.016806724,0,0.016806724,0,0,0,0,0.016806724,0.016806724,0.008403362,0,0.008403362,0.008403362,0,0.016806724,0,0.008403362,0,0,0.008403362,0,0,0.008403362,0.050420173,0.025210086,0,0,0,0,0.016806724,0,0,0.008403362,0.008403362,0.008403362,0,0.008403362,0,0,0,0.008403362,0,0.016806724,0.008403362,0.025210086,0.016806724,0.025210086,0,0,0,0.008403362,0,0.025210086,0.008403362,0.008403362,0,0.008403362,0,0,0,0,0.025210086,0,0,0,0.008403362,0,0.008403362,0,0,0,0.016806724,0.008403362,0,0,0,0.008403362,0,0.008403362,0,0,0,0.025210086,0,0,0.008403362,0,0,0,0,0,0.008403362,0,0,0,0.008403362,0,0,0.016806724,0,0.008403362,0,0,0.008403362,0.033613447,0.008403362,0.016806724,0,0,0,0,0,0,0.008403362,0,0.016806724,0,0,0,0,0.033613447,0.008403362,0.008403362,0.008403362,0,0,0,0.008403362,0,0,0,0,0,0.008403362,0,0.033613447,0,0.008403362,0,0.033613447,0,0,0,0,0,0,1
0.03968254,0,0.007936508,0,0,0,0,0.023809526,0,0.007936508,0,0,0,0.007936508,0,0,0.015873017,0,0,0,0,0.007936508,0.015873017,0.007936508,0,0,0,0,0,0,0,0,0,0,0.007936508,0,0.015873017,0.007936508,0,0,0,0,0.007936508,0,0,0,0,0,0.007936508,0,0.007936508,0.007936508,0,0,0.007936508,0.007936508,0.031746034,0,0,0,0.007936508,0.023809526,0.015873017,0,0,0.007936508,0.007936508,0,0.007936508,0,0.007936508,0,0,0.015873017,0,0,0,0.08730159,0.015873017,0,0,0,0,0.023809526,0,0,0,0.007936508,0.015873017,0.007936508,0.007936508,0,0,0.007936508,0.007936508,0,0.03968254,0,0.015873017,0,0.015873017,0,0,0,0,0.007936508,0.023809526,0.007936508,0,0,0,0.015873017,0.007936508,0,0,0.007936508,0,0,0,0,0,0.007936508,0,0,0,0.015873017,0,0,0,0,0.007936508,0,0.007936508,0,0,0,0.007936508,0,0,0.015873017,0,0,0,0,0,0.007936508,0,0,0,0.007936508,0,0.007936508,0.023809526,0.015873017,0.007936508,0.007936508,0,0.007936508,0.015873017,0,0.015873017,0.007936508,0,0.007936508,0,0,0.015873017,0,0,0.015873017,0,0.007936508,0,0.007936508,0.015873017,0,0,0.007936508,0,0,0,0.007936508,0,0,0,0,0,0.007936508,0.007936508,0.015873017,0,0.007936508,0,0.007936508,0,0,0,0,0,0.007936508,1
0.025862068,0,0,0,0,0,0,0.00862069,0,0,0.01724138,0.00862069,0,0,0,0,0.01724138,0.00862069,0.01724138,0,0,0,0,0.00862069,0,0,0,0,0.00862069,0,0,0.00862069,0,0,0.00862069,0,0.04310345,0,0,0,0,0,0,0,0,0.00862069,0.00862069,0.00862069,0.00862069,0,0,0.00862069,0,0,0.01724138,0,0.01724138,0,0,0,0.00862069,0.03448276,0,0,0,0.00862069,0.01724138,0,0.00862069,0,0,0,0,0,0.00862069,0,0,0.060344826,0.01724138,0,0,0,0,0.01724138,0,0,0.00862069,0,0,0.01724138,0,0,0,0.00862069,0.025862068,0,0.01724138,0,0.025862068,0.00862069,0.00862069,0,0,0,0.01724138,0,0.01724138,0.01724138,0,0,0,0.01724138,0,0,0,0,0,0,0,0.01724138,0,0.00862069,0,0,0,0.00862069,0.00862069,0,0,0,0.01724138,0,0.01724138,0,0,0,0.01724138,0,0,0,0,0.00862069,0,0,0,0.01724138,0,0,0.01724138,0,0,0,0.025862068,0,0.00862069,0,0.00862069,0.01724138,0.04310345,0,0,0,0.00862069,0,0,0,0.00862069,0,0,0,0,0,0,0.00862069,0.01724138,0.00862069,0,0.00862069,0,0,0,0,0,0,0,0,0,0,0.00862069,0.025862068,0,0.00862069,0,0.00862069,0.00862069,0,0.00862069,0,0,0,1
0.02255639,0,0.007518797,0,0,0,0,0.015037594,0,0,0.007518797,0.007518797,0,0.02255639,0,0,0.007518797,0.007518797,0.02255639,0,0,0,0,0,0,0,0,0.007518797,0.007518797,0.007518797,0.007518797,0,0,0,0.015037594,0,0.030075189,0.007518797,0,0.007518797,0,0,0,0.007518797,0,0,0,0,0.007518797,0,0,0.007518797,0.007518797,0,0,0.007518797,0.015037594,0,0.007518797,0,0,0.015037594,0,0,0,0.007518797,0.007518797,0,0,0,0,0,0,0,0,0,0,0.05263158,0.02255639,0,0,0,0,0.007518797,0,0,0,0,0,0.015037594,0,0,0,0.015037594,0.007518797,0,0.007518797,0,0.030075189,0,0.007518797,0,0,0,0.007518797,0,0.015037594,0.007518797,0.007518797,0,0,0.007518797,0,0.007518797,0,0.007518797,0,0,0,0.007518797,0.007518797,0.02255639,0,0,0,0.030075189,0.015037594,0,0,0,0.02255639,0,0.02255639,0,0,0.007518797,0.02255639,0,0,0.007518797,0.007518797,0,0,0,0,0.02255639,0.007518797,0,0.015037594,0,0,0,0.015037594,0.007518797,0.015037594,0,0,0,0.02255639,0.007518797,0.007518797,0.007518797,0.007518797,0,0,0,0.007518797,0,0.015037594,0.007518797,0,0.007518797,0.007518797,0.015037594,0,0.007518797,0,0,0,0,0,0.007518797,0,0,0,0,0,0.015037594,0,0.02255639,0,0.015037594,0,0.015037594,0.007518797,0,0,0,0.015037594,0,1
0.009259259,0,0,0,0,0,0.009259259,0.037037037,0,0,0.009259259,0.009259259,0,0,0,0,0.009259259,0,0,0,0,0,0,0.009259259,0,0,0,0.009259259,0,0.018518519,0.009259259,0,0,0,0.009259259,0,0.018518519,0.018518519,0,0.009259259,0,0,0,0,0,0,0,0,0.009259259,0,0,0.009259259,0,0,0,0.009259259,0.009259259,0,0.009259259,0,0.009259259,0.018518519,0,0.009259259,0,0.009259259,0,0,0,0,0,0.009259259,0,0,0,0,0,0.074074075,0.0462963,0,0,0,0,0.009259259,0,0,0,0.009259259,0.009259259,0.027777778,0.009259259,0,0,0.009259259,0,0,0.009259259,0.009259259,0.009259259,0,0.009259259,0,0,0.009259259,0.027777778,0,0.009259259,0.009259259,0,0,0,0.009259259,0,0,0,0.009259259,0,0,0,0.009259259,0,0.009259259,0,0,0,0.027777778,0,0,0,0,0.009259259,0,0.018518519,0.009259259,0,0,0.009259259,0,0,0.018518519,0,0,0,0,0,0.009259259,0,0,0,0.009259259,0,0,0.009259259,0,0.018518519,0,0,0,0.018518519,0.009259259,0.009259259,0,0.009259259,0,0.009259259,0,0.009259259,0,0,0,0,0.009259259,0,0.027777778,0,0,0.009259259,0,0,0,0,0.018518519,0,0,0,0,0,0.018518519,0,0.027777778,0,0.009259259,0,0.018518519,0.018518519,0,0,0,0.027777778,0,1
